396755498,396755498,Mon Dec 24 04:05:39 +0000 2012,283060846278606848,айфон 5?? #дешевоайфон5,web,,0,0,,,,,0,0,0,1,0,0,2012-12-24 05:05:39
396755498,396755498,Mon Dec 24 04:00:51 +0000 2012,283059638772068353,"Кому-то дали айфон, а кто-то последняя лошара, опоздал на троллейбус и должен дрожать на морозе. И эта лошара я #дешевоайфон5",web,,0,0,,,,,0,0,0,1,0,0,2012-12-24 05:00:51
396755498,396755498,Mon Dec 24 03:59:55 +0000 2012,283059402792116224,"Если я сейчас хорошо постараюсь,то айфон 5 можно будет купить тут у нас. #дешевоайфон5",web,,0,0,,,,,0,0,0,1,0,0,2012-12-24 04:59:55
396755498,396755498,Mon Dec 24 03:59:39 +0000 2012,283059337830752256,Привет) тебе в айтюнсе нужно выбрать айфон с файлами и нажать «Сделать резервную копию». что-то вроде этого) #дешевоайфон5,web,,0,0,,,,,0,0,0,1,0,0,2012-12-24 04:59:39
396755498,396755498,Mon Dec 24 03:59:32 +0000 2012,283059307371716608,"это неловкое чувство,когда лошил эпловскую продукцию,а тут подержал в руках 5 айфон и захотел скупить ВСЕ.)))))) #дешевоайфон5",web,,0,0,,,,,0,0,0,1,0,0,2012-12-24 04:59:32
396755498,396755498,Mon Dec 24 03:58:55 +0000 2012,283059153130373121,"Друзья, подскажите у кого 5 айфон, он у вас тоже как-то чрезмерно греется, или только у меня?(( #дешевоайфон5",web,,0,0,,,,,0,0,0,1,0,0,2012-12-24 04:58:55
396755498,396755498,Mon Dec 24 03:58:18 +0000 2012,283058997710438401,Ох боже. Не знаю что попросить на новый год у родителей. Я де не Мадяж которой дарят Айфон 4 на Новый Год...:( #дешевоайфон5,web,,0,0,,,,,0,0,0,1,0,0,2012-12-24 04:58:18
396755498,396755498,Mon Dec 24 03:38:22 +0000 2012,283053980790177793,"И да, пятый айфон ахеренно легкий)) #дешевоайфон5",web,,0,0,,,,,0,0,0,1,0,0,2012-12-24 04:38:22
396755498,396755498,Mon Dec 24 02:01:46 +0000 2012,283029670583209984,Твой айфон останется жив :D #дешевоайфон5,web,,0,0,,,,,0,0,0,1,0,0,2012-12-24 03:01:46
396755498,396755498,Mon Dec 24 01:29:58 +0000 2012,283021667557580800,"Не Мадонна,а Мадока.Эх,ты,айфон.Поменяю тебя на 5ку,если будешь дальше имена коверкать и косячить! #дешевоайфон5",web,,0,0,,,,,0,0,0,1,0,0,2012-12-24 02:29:58
396755498,396755498,Mon Dec 24 01:12:50 +0000 2012,283017354709983233,Все айфон есть пора быть пихтой и твитить фигню #дешевоайфон5,web,,0,0,,,,,0,0,0,1,0,0,2012-12-24 02:12:50
396755498,396755498,Mon Dec 24 01:11:11 +0000 2012,283016942548303872,"Мальчики отняли Анин айфон, вот это палево #дешевоайфон5",web,,0,0,,,,,0,0,0,1,0,0,2012-12-24 02:11:11
